county_name,median_age,mean_savings,per_capita_income,percent_in_poverty,percent_veterans,percent_female,population_density,percent_in_nursing_homes,crime_index_PC,state,vote_for_dems_before,clinton_win
Anoka,29.9,32166,17899,6.4,10.47,50.31,609.9,2.05,,MN,TRUE,TRUE
Becker,35,79954,13892,17.4,13.09,50.33,21.7,14.25,,MN,FALSE,FALSE
Beltrami,29.2,78631,13800,22.3,10.7,50.31,14.3,,493,MN,TRUE,TRUE
Benton,29.2,63982,15239,10.4,9.59,51.06,,15.27,266,MN,FALSE,TRUE
Big Stone,40.4,152963,16240,13.8,14.02,,12.1,31.17,150,MN,TRUE,TRUE
Blue Earth,27.6,103500,17050,13.3,,50.3,71.8,10.7,434,MN,TRUE,TRUE
Brown,34.5,154469,17684,,12.23,51.54,44.4,14.13,227,MN,FALSE,FALSE
Carlton,34.9,45366,,11.6,13.8,50.43,34.5,13.7,363,MN,TRUE,TRUE
Carver,30.6,,21583,4.6,9.19,50.04,145.3,4.04,207,MN,FALSE,FALSE
Cass,38.3,,14343,20,13.28,50.18,11.3,19.18,570,MN,FALSE,TRUE
Chippewa,37.5,,16864,13,13.04,52.12,22.5,16.11,134,MN,TRUE,TRUE
Chisago,,57180,16370,8.1,10.3,49.55,77.8,14.8,333,MN,TRUE,TRUE
,28.9,66147,15314,16.4,11.28,52.31,48.9,8.28,417,MN,TRUE,TRUE
Clearwater,36.5,74794,12433,21.1,14.46,50.02,8.2,20.16,351,MN,TRUE,TRUE
,38.3,68129,18188,7,16.25,50.1,2.8,10.16,605,MN,TRUE,TRUE
Cottonwood,39.2,146400,16041,12.7,12.07,51.4,19.5,21.36,146,MN,FALSE,FALSE
Crow Wing,35.8,83840,16016,13.8,12.24,51.55,46.8,9.22,606,MN,FALSE,FALSE
Dakota,30.2,47624,22500,5.4,9.06,50.45,519.2,4.15,388,MN,TRUE,TRUE
Dodge,31.6,72595,16440,8.8,10.46,50.32,36.9,9.32,257,MN,FALSE,FALSE
Douglas,,,15345,11.4,11.59,51.19,46.2,20.33,359,MN,FALSE,FALSE
Faribault,38.9,,16994,12.9,13.37,52.33,23.3,22.33,246,MN,FALSE,FALSE
Fillmore,36.4,,14948,12.5,11.49,50.58,24,23.19,69,MN,FALSE,TRUE
Freeborn,37.1,84471,,11.9,14.29,51.09,46.1,14.26,295,MN,TRUE,TRUE
Goodhue,34.2,120841,18514,,11.11,51.13,54.3,19.39,356,MN,FALSE,TRUE
Grant,40.7,132435,18464,13.4,,51.53,11.3,30.48,277,MN,TRUE,TRUE
Hennepin,32.7,146252,27177,11.7,13.25,52.31,,9.19,705,MN,TRUE,TRUE
Houston,34.2,74054,16336,8.9,11.08,50.34,33.7,15.8,127,MN,FALSE,FALSE
Hubbard,37.7,88596,13555,16.2,13.32,50.56,16.7,,319,MN,FALSE,TRUE
Isanti,32,69745,16017,9.6,10.56,50.36,60.8,12.21,,MN,TRUE,TRUE
Itasca,35.9,76682,14668,15.4,15.16,50.44,15.6,6.8,,MN,TRUE,TRUE
Jackson,36.9,106464,15459,11.8,14.35,50.42,16.5,18.19,222,MN,TRUE,TRUE
Kanabec,33.5,94412,14356,14.6,11.54,50.11,24.8,6.08,,MN,TRUE,TRUE
Kandiyohi,33,115172,16535,14.4,10.33,51.11,49.7,12.29,386,MN,TRUE,TRUE
Kittson,38.6,112123,21827,11.1,14.15,51.05,5.1,28.39,61,MN,TRUE,TRUE
Koochiching,35.6,80724,14844,12.2,15.51,48.13,5.2,11.18,348,MN,TRUE,TRUE
Lake,39.2,54887,15043,9.8,21.05,50.1,5,9.05,184,MN,TRUE,TRUE
Lake of the Woods,35.5,90142,15100,10.7,13.7,50.19,3.3,,,,FALSE,TRUE
Le Sueur,33.5,107358,16718,8.7,11.23,50.17,52.6,,143,MN,FALSE,TRUE
Lincoln,41.4,71438,14375,14,13.09,51.12,,22.32,135,MN,TRUE,TRUE
Lyon,31.6,142606,18266,10.6,11.18,,34.6,14.33,236,MN,FALSE,FALSE
McLeod,32.9,110548,17844,7.2,10.3,,66.1,10.18,340,MN,FALSE,FALSE
Marshall,36.5,110649,17321,12,,49.38,6.1,8.18,152,MN,TRUE,TRUE
Martin,37,152938,17911,,14.29,51.25,32,20.22,351,MN,FALSE,FALSE
Meeker,34.9,84007,,11,11.49,51.04,34.2,17.16,273,MN,FALSE,TRUE
Mille Lacs,34.8,83344,,13.5,12.24,51.11,33.6,17.08,475,MN,TRUE,TRUE
,,,13244,14.4,11.19,50.02,26.5,12.21,250,MN,TRUE,TRUE
,37.4,90933,19022,11.1,15.22,51.33,52.4,12.9,359,MN,FALSE,TRUE
,38.3,131708,16680,11.9,14.09,50.53,13.8,12.58,116,MN,FALSE,TRUE
Nicollet,30.1,74867,17141,8,11.03,50.45,63.2,7.39,271,MN,FALSE,TRUE
Nobles,,132127,17547,11.4,12.8,51.03,28.2,12.08,206,MN,TRUE,TRUE
Norman,39,,17901,16.1,13.22,50.41,8.9,26.28,149,MN,TRUE,TRUE
Olmsted,31.6,76027,21945,7.3,11.06,52.17,169.1,7.34,380,MN,FALSE,FALSE
Otter Tail,37.3,87929,,13.5,13.23,50.38,26.1,13.9,283,MN,FALSE,FALSE
Pennington,34.1,132459,16337,,14.31,50.44,21.7,12.31,421,MN,TRUE,TRUE
Pine,34.5,51889,13481,15.4,,48.01,15.5,8.9,509,MN,TRUE,TRUE
Pipestone,36,125049,15886,11.8,11.8,,22.5,17.52,76,MN,FALSE,FALSE
Polk,34.8,85883,17245,16.9,12.33,50.58,,19.08,284,MN,TRUE,TRUE
Pope,38.5,97536,14917,13.2,12.33,51.04,16.1,,194,MN,TRUE,TRUE
Ramsey,32,112303,22776,13.4,12.58,53.06,3122,10.04,633,MN,TRUE,TRUE
Red Lake,35.5,110655,14041,12.4,15.04,49.49,10.2,14.09,,MN,TRUE,TRUE
Redwood,36.7,158118,17475,10.3,12.7,51.22,19.5,,287,MN,FALSE,FALSE
Renville,36.7,115166,17629,15.1,12.8,50.44,17.8,20.17,183,MN,TRUE,TRUE
Rice,30.2,85980,16297,9.3,10.07,51.06,101.5,11.17,395,MN,TRUE,TRUE
Rock,36.6,170677,17654,9.6,12.03,51.38,20.3,12.34,147,MN,FALSE,FALSE
Roseau,30.6,108937,16422,8.4,9.05,49.06,9.4,10.45,224,MN,FALSE,FALSE
Scott,30.2,53939,19776,4.7,8.38,49.32,174.6,5.34,,,FALSE,TRUE
Sherburne,28.6,45345,15826,6.8,8.18,49.13,104.9,10.23,298,MN,FALSE,TRUE
Sibley,35.5,89344,15567,10.8,12.01,50.1,24.5,16.03,93,MN,FALSE,TRUE
Stearns,27.9,91846,15836,10.6,10.14,50.14,90.5,5.2,318,MN,FALSE,FALSE
Steele,32.7,101010,18293,7.7,11.32,51.32,72.6,8.43,288,MN,FALSE,FALSE
Stevens,30.5,102701,16418,11.5,10.25,52.01,18.7,13.16,173,,TRUE,TRUE
Swift,38,136645,15457,13.6,13.21,51.21,14.1,16.48,,MN,TRUE,TRUE
Todd,34.6,69249,13039,16.4,12.25,50.13,24.8,13.18,,MN,FALSE,TRUE
Traverse,41.3,172591,21802,14.3,13.59,51.57,7.7,,86,MN,TRUE,TRUE
Wabasha,34.2,107751,17371,8.3,10.9,50.26,,11.7,242,MN,FALSE,TRUE
Wadena,36,97224,13086,18.3,14.13,,24.1,15.43,297,MN,FALSE,FALSE
Waseca,33.2,103186,16102,9.3,,50.5,42.8,11.12,132,MN,FALSE,TRUE
Washington,31.5,46683,21677,4.8,,50.25,403.6,4.09,365,MN,TRUE,TRUE
Watonwan,35.7,131291,,12.1,13.07,51.31,26.7,14.4,261,MN,FALSE,TRUE
Wilkin,34.4,116591,,13.6,12.22,50.51,9.8,16.08,430,MN,FALSE,FALSE
Winona,30.2,,17072,11,11.11,51.09,76.5,9.02,392,MN,FALSE,TRUE
Wright,30,,16993,7.2,9.37,49.5,109.7,9.24,320,MN,FALSE,TRUE
Yellow Medicine,,106967,16179,12.9,13.39,50.4,15.3,18.45,172,MN,TRUE,TRUE
,33.7,73729,14250,29.2,11.53,54.05,75.4,8.09,334,MS,FALSE,TRUE
Alcorn,35.5,84039,14240,18.9,10.21,52.1,81.5,5.28,60,MS,FALSE,TRUE
Bolivar,26.4,61077,12489,40.1,7.14,54.11,47.6,11.41,17,MS,TRUE,TRUE
Calhoun,34.8,93082,12929,22,9.05,52.24,25.4,8.32,3,MS,FALSE,FALSE
,31.4,78527,13375,20.9,8.06,52.36,35.9,7.22,101,MS,FALSE,TRUE
,32.7,51605,10676,26.4,8.49,52.52,21.7,6.59,13,MS,TRUE,FALSE
Clarke,,73078,12515,21.1,9.24,52.56,25.2,7.47,77,MS,FALSE,FALSE
Coahoma,29,,13860,42.2,8.37,54.55,56.8,6.08,163,MS,TRUE,TRUE
Copiah,30.3,56127,,31.2,8.22,52.25,35.9,4.3,114,MS,FALSE,FALSE
Covington,31.2,55938,11955,27.7,7.49,52.19,39.9,4.04,46,MS,FALSE,FALSE
DeSoto,31.5,47974,16691,,8.09,50.8,154.1,2.03,13,MS,FALSE,FALSE
Forrest,28.8,81464,14188,24.6,,53.34,149.3,12.31,565,MS,FALSE,FALSE
Franklin,33.6,73100,11117,,10.11,52.32,14.5,7.32,30,MS,FALSE,FALSE
George,30.9,57531,11860,21.8,8.55,51.15,36,3.49,20,MS,FALSE,FALSE
Grenada,32.5,77076,13665,23.3,,53.43,51.9,11.55,515,MS,FALSE,FALSE
Hancock,34.5,62653,13326,20.9,,50.18,69.6,3.05,196,MS,FALSE,FALSE
Harrison,30.7,62268,14567,20.2,13.27,,291,5.25,469,MS,FALSE,FALSE
Hinds,30.8,117964,17483,26.1,10.2,53.17,291.8,4.51,,MS,FALSE,FALSE
Humphreys,27.6,83826,12763,41.9,8.41,53.6,28.5,,61,MS,TRUE,TRUE
Itawamba,35.1,67336,13383,13.9,10.19,51.1,37.8,,99,MS,FALSE,FALSE
Jackson,31.7,41350,15343,16.3,12.44,51.07,165.8,2.34,421,MS,FALSE,FALSE
Jefferson Davis,31.2,48106,10272,34.8,8.11,53.17,34,4.32,41,MS,TRUE,TRUE
Jones,33.6,79382,14271,23.2,10.55,52.36,89.6,7.54,432,MS,FALSE,FALSE
Lafayette,25.8,72742,13147,18.9,9.32,51.27,50.9,5.36,250,MS,FALSE,FALSE
Lamar,30.4,31159,13763,19.5,9.32,51.34,62.5,3.7,,MS,FALSE,FALSE
Lauderdale,32.1,78525,15751,23.6,11.4,53.12,108.4,,264,MS,FALSE,FALSE
Leake,33.7,82217,12857,27.5,9.25,52.26,,7.32,1,MS,FALSE,FALSE
Lee,31.9,87104,16950,15.6,9.23,52.29,151.9,5.37,497,MS,FALSE,FALSE
Leflore,29.2,90364,13921,37.6,8.12,,,11.33,542,MS,FALSE,TRUE
Lowndes,29.5,68253,14796,21.7,9.07,52.41,119.5,3.37,226,MS,FALSE,FALSE
Madison,29.6,63494,16012,22.4,6.05,,80.8,4.06,285,MS,FALSE,FALSE
Marshall,30.1,48434,11763,28.3,7.05,,44.2,4.21,4,MS,TRUE,TRUE
Monroe,32.8,94625,,19.3,9.21,53.31,48,6.51,137,MS,FALSE,FALSE
Montgomery,33.8,98539,,28,9.24,53.41,30.2,10.07,61,MS,FALSE,FALSE
Newton,33.1,50001,,21.6,9.25,52.19,35.8,5.8,37,MS,FALSE,FALSE
Oktibbeha,24.6,83898,,26.1,7.25,50.02,83.2,3.07,476,MS,FALSE,FALSE
Panola,30,64939,12059,29.6,7.26,53.01,45.4,6.19,81,MS,FALSE,TRUE
Pearl River,32.5,52821,11709,24,10.44,52.09,48.9,4.48,162,MS,FALSE,FALSE
Pike,32.2,96614,12489,30.8,9.59,53.32,90.5,7.11,286,MS,FALSE,TRUE
Prentiss,33.1,86149,11885,18.8,9.53,52.38,56.6,3.08,112,MS,FALSE,FALSE
Rankin,32.7,49430,16411,12.3,9.25,51.29,118.6,5.16,132,MS,FALSE,FALSE
Scott,31.6,97519,14289,24.1,8.58,52.08,40.1,6.26,32,MS,FALSE,FALSE
Sharkey,26.7,63531,11881,44.3,6.37,54.38,16.4,8.57,60,MS,TRUE,TRUE
Simpson,32.2,71073,13375,23,10.19,51.16,40.9,7.47,66,MS,FALSE,FALSE
Stone,30.9,71384,13016,24.9,10.06,51.35,24.9,12.34,53,MS,FALSE,FALSE
Sunflower,28.6,56339,10998,45.9,6.5,45.51,52,4.35,20,MS,TRUE,TRUE
Tippah,33.4,102750,12650,19.1,8.24,52.01,43.2,9.39,3,MS,FALSE,FALSE
Tishomingo,36.9,108996,12424,16.7,11.56,52.3,42.4,7.07,18,MS,FALSE,TRUE
Walthall,31.3,72508,10406,37.4,7.36,52.08,35.4,8.32,46,MS,FALSE,FALSE
Warren,32.4,91470,16285,22.9,12.03,53.21,81.8,8.1,486,MS,FALSE,FALSE
Washington,29.1,65629,13042,35.8,8.4,53.25,92.1,5.19,810,MS,FALSE,TRUE
Wayne,30.9,64425,12057,29.2,9.12,52.15,24.1,3.59,139,MS,FALSE,FALSE
Webster,34.8,109631,12302,22.4,10.06,52.37,24.1,9.13,41,MS,FALSE,FALSE
Yalobusha,34.8,90187,13873,26.1,10.33,53.28,25.9,5.28,36,MS,FALSE,TRUE
Adair,27.4,101642,14118,17.5,9.57,53.07,43.2,11.1,300,MO,FALSE,TRUE
Andrew,35.2,39421,15373,11.9,11.38,51.26,34.2,16.17,151,MO,FALSE,TRUE
Atchison,38,150835,17448,16.7,16.21,51.35,13.2,24.44,44,MO,FALSE,TRUE
Audrain,37,134511,16055,14.7,14.22,52.13,34,11.1,167,MO,TRUE,TRUE
Barry,37.3,117960,13758,16.9,11.04,51.39,36.8,10.19,21,MO,FALSE,FALSE
Barton,36.2,122132,15074,15.1,13.07,51.57,19.4,9.36,181,MO,FALSE,FALSE
Bates,37.5,113360,15124,18.1,13.08,52.08,17.8,16.16,268,MO,FALSE,TRUE
Benton,44.7,97979,12181,19.2,12.7,51.38,20.3,14.34,226,MO,FALSE,TRUE
Boone,27.7,80629,18137,14,9.32,51.6,170.6,4.45,536,MO,TRUE,TRUE
Buchanan,34.1,118465,17000,17,14.11,52.51,203.3,10.8,540,MO,TRUE,TRUE
Butler,35.9,82309,14723,24.3,12.49,52.22,56.8,5.08,371,MO,FALSE,TRUE
Caldwell,37.6,71534,13581,17.1,14.36,52.43,19.8,23.53,66,MO,FALSE,TRUE
Callaway,32.6,53520,15546,12.6,13.14,51.26,40,7.5,197,MO,FALSE,TRUE
Camden,41.7,112415,15806,13.8,11.5,50.36,44,8.18,255,MO,FALSE,FALSE
Cape Girardeau,32.2,153457,17139,13,11.37,52.19,109.9,11.12,470,MO,FALSE,FALSE
Carroll,38.2,101716,15891,16.8,14.8,52.37,15.4,15.35,45,MO,FALSE,TRUE
Cass,32.3,57171,17182,9.2,11.05,51.16,96.4,8.13,204,MO,FALSE,FALSE
Cedar,42.4,117228,13049,19.8,13.17,52.58,25.4,27.34,33,MO,FALSE,FALSE
Chariton,38.7,134857,16042,14.6,16.06,52.21,11.8,10.06,63,MO,TRUE,TRUE
Christian,32.6,62174,14940,11.1,8.37,51.37,64.3,6.12,117,MO,FALSE,FALSE
Clark,35.9,89746,12890,17.3,13.07,50.2,15,12.11,15,MO,TRUE,TRUE
Clay,32.8,101001,19725,7.6,13.01,51.49,399.7,5.23,668,MO,FALSE,TRUE
Clinton,35.1,56865,16301,11.2,12.39,51.43,40.8,21.16,54,MO,TRUE,TRUE
Cole,32.8,123483,18218,9.5,12.45,48.9,167.3,11.35,347,MO,FALSE,FALSE
Cooper,34.1,127403,15283,13.8,11.43,48.3,26.7,11.13,266,MO,FALSE,FALSE
Crawford,35.6,64365,13669,19,13.26,51.26,26.8,6.18,41,MO,FALSE,TRUE
Dallas,36.6,99939,12177,20.5,12.21,51.01,24.4,7.37,80,MO,FALSE,TRUE
Daviess,38,117797,13533,19.5,14.19,52.49,13.8,11.41,137,MO,FALSE,TRUE
Dent,37.3,84592,13412,22.5,13.01,51.8,18.2,15.18,127,MO,FALSE,TRUE
Douglas,37,52987,11153,23.2,11.7,51.33,14.5,7.03,19,MO,FALSE,FALSE
Dunklin,36.1,102918,14575,28.2,11.03,53.55,60.5,16.7,234,MO,TRUE,TRUE
Franklin,32.2,86078,16800,11.3,11.38,51.01,90.4,9.22,339,MO,FALSE,TRUE
Gasconade,37.6,78803,15742,11.7,12.17,51.6,27.3,22.23,128,MO,FALSE,FALSE
Gentry,40.2,129887,14088,14.6,14.56,53.29,13.8,27.5,15,MO,TRUE,TRUE
Greene,32.5,86609,18419,15.9,11.29,52.33,318.8,9.7,586,MO,FALSE,FALSE
Grundy,39.7,129316,14819,17.5,14.03,53.45,24.1,23.14,306,MO,FALSE,TRUE
Harrison,41.4,189548,14803,18.8,14.56,51.9,11.6,20.12,54,MO,FALSE,TRUE
Henry,38.3,111587,14961,17.4,13.21,52.39,29,13.39,301,MO,FALSE,TRUE
Hickory,50.3,48093,11421,21.8,12.46,51.23,19.1,13.03,179,MO,FALSE,TRUE
Holt,38.5,110805,16102,16,16.21,51.28,12.8,28.31,83,MO,FALSE,FALSE
Howard,34.9,151606,15099,15.3,13.52,51.47,20.8,12.37,103,MO,TRUE,TRUE
Howell,36.4,96914,13165,22.6,11.49,52.23,35.1,14.2,167,MO,FALSE,TRUE
Iron,37.1,79855,12737,24.4,12.14,52.7,19.4,28.22,30,MO,TRUE,TRUE
Jackson,33.1,162039,20157,17.5,14.01,52.31,1047.5,8.09,927,MO,TRUE,TRUE
Jasper,34.1,98567,16615,16.6,12.52,52.3,143.8,9.14,551,MO,FALSE,FALSE
Jefferson,30.7,41880,15485,9.3,11.57,50.26,270.6,7.16,351,MO,FALSE,TRUE
Johnson,26.2,66017,13494,14.4,9.03,49.28,52.7,9.19,156,MO,FALSE,TRUE
Laclede,34.2,86109,14088,17.4,11.4,51.25,36.2,14.22,165,MO,FALSE,FALSE
Lafayette,35.3,115080,16778,13.8,12.08,51.38,49.6,15.34,97,MO,FALSE,TRUE
Lawrence,35.6,67247,13429,16.3,12.05,51.46,50.1,9.33,86,MO,FALSE,FALSE
Lewis,34.1,104524,14245,16.4,12.15,52.13,20.2,22.45,54,MO,TRUE,TRUE
Linn,39.4,123362,15154,16.3,15.33,53.22,22.2,15.33,170,MO,TRUE,TRUE
Livingston,37,164205,16538,15.8,13.47,54.31,27.3,19.11,58,MO,FALSE,TRUE
McDonald,34.1,65493,12805,20.8,10.7,50.29,32.3,8.33,12,MO,FALSE,FALSE
Macon,38.5,127878,15454,14.1,12.53,52.34,18.9,19.34,68,MO,FALSE,TRUE
Maries,36.6,91684,12989,16.4,11.21,50.53,15.5,11.59,85,MO,FALSE,TRUE
Marion,34.7,84238,15513,16.7,13.58,53.24,63.7,12.9,455,MO,TRUE,TRUE
Mercer,43.3,121095,12194,17.4,15.32,51.19,8.1,16.35,65,MO,TRUE,TRUE
Monroe,36.1,115638,16073,14.7,13.15,51.39,13.8,21.46,5,MO,TRUE,TRUE
Montgomery,37.1,134996,16440,15.3,14.22,52.16,21.2,29.47,186,MO,FALSE,TRUE
Morgan,41.6,94356,13714,18.9,12.33,51.36,26.8,13.25,249,MO,FALSE,TRUE
New Madrid,33.2,59288,14401,25.9,10.13,52.3,30.7,13.03,78,MO,TRUE,TRUE
Newton,34.6,40680,15043,15.4,12.12,51.14,72.9,9.04,200,MO,FALSE,FALSE
Nodaway,28.2,148107,14527,15.7,11.39,51.53,24.4,11.33,164,MO,TRUE,TRUE
Oregon,40.2,60872,12254,25.5,15.22,52.19,12,10.19,33,MO,TRUE,TRUE
Osage,32.5,89145,16071,9.3,12.14,48.32,20,5.54,7,MO,FALSE,FALSE
Ozark,42,63583,12186,23,13.08,50.37,11.8,9.43,107,MO,FALSE,FALSE
Pemiscot,32.6,79344,13193,34.7,11.01,53.19,43.8,9.07,75,MO,TRUE,TRUE
Perry,34.4,124296,15478,10.9,11.11,50.35,35.8,15.29,91,MO,FALSE,FALSE
Pettis,34.6,125757,15652,15.5,14.1,52.24,52.1,11.15,365,MO,FALSE,FALSE
Phelps,31.9,71355,14851,18.2,12.33,49.05,53.6,12.13,156,MO,FALSE,TRUE
Pike,36,130024,14865,17,13.25,51.58,23.6,15.47,39,MO,TRUE,TRUE
Platte,32.7,46929,21868,6.5,11.55,50.21,146.3,4.24,573,MO,FALSE,TRUE
Polk,33.3,104165,13355,19.3,10.14,51.08,35.5,11.11,85,MO,FALSE,FALSE
Pulaski,26.8,44426,12792,17.2,9.06,45.36,79.9,3.46,121,MO,FALSE,TRUE
Ralls,36.5,61419,16900,12,14.51,51.14,18,6.16,17,MO,TRUE,TRUE
Randolph,34.4,124434,15371,19.1,14.15,49.24,49.5,14.27,300,MO,TRUE,TRUE
Ray,34.1,75469,14987,12.1,12.4,50.8,38.1,9.06,159,MO,TRUE,TRUE
Reynolds,36.8,35455,11605,23.9,14.11,51.13,8.1,7.58,97,MO,TRUE,TRUE
Ripley,37.1,68548,10957,30.4,11.4,52.53,20,7.23,6,MO,FALSE,TRUE
St. Charles,30.7,52963,19625,6.4,9.18,50.31,401.5,4.39,350,MO,FALSE,FALSE
St. Clair,42.2,94491,13791,21.7,12.52,52.02,12.6,19.53,260,MO,FALSE,TRUE
Ste. Genevieve,33.9,123217,14898,10.8,12.23,50.08,32.2,10.03,156,MO,FALSE,TRUE
St. Francois,34.4,72654,13147,19.6,11.4,50.28,111.5,13.01,184,MO,TRUE,TRUE
St. Louis,34.6,103864,27313,8,14.09,52.18,1968.5,7.08,405,MO,TRUE,TRUE
Saline,35.2,101362,16380,16.5,13.35,51.7,30.3,13.02,219,MO,TRUE,TRUE
Schuyler,39.1,89857,13035,16.8,13.14,52.33,13.6,14.21,114,MO,FALSE,TRUE
Scotland,38.6,104025,15853,20,12.46,52.32,10.9,25.42,60,MO,FALSE,TRUE
Scott,33.1,87084,15100,20.4,11.21,52.58,94.1,9.06,323,MO,FALSE,TRUE
Shelby,38.6,148336,15905,16,13.02,53.19,13.8,8.12,90,MO,TRUE,TRUE
Stoddard,36.7,82937,14827,19.7,11.42,52.07,35.1,10,53,MO,FALSE,TRUE
Sullivan,42.3,94671,13118,19,14.34,52.36,9.7,25.32,60,MO,FALSE,TRUE
Taney,40.2,98979,17081,12.7,11.45,51.55,43.6,8.19,339,MO,FALSE,FALSE
Vernon,35.6,79665,15244,18.7,14.14,53.09,22.5,11.04,362,MO,FALSE,TRUE
Warren,33.6,46096,15776,11.2,10.05,50.39,47.9,5.22,261,MO,FALSE,TRUE
Washington,31.6,52996,11399,28.1,9.15,49.15,27.4,5.58,265,MO,TRUE,TRUE
Wayne,39.8,45779,11157,27.5,12.28,51.25,15.9,7.44,110,MO,FALSE,TRUE
Worth,42.4,113013,14135,20.9,15.36,53.27,9,31.23,88,MO,TRUE,TRUE
Beaverhead,32.5,86097,15539,16.8,13.47,49.18,1.6,11.16,190,MT,FALSE,FALSE
Big Horn,28,60801,11338,30.2,11.26,51.16,2.3,6.18,235,MT,TRUE,TRUE
Blaine,31.6,81182,11936,22.2,12.15,50.01,1.6,9.56,87,MT,TRUE,TRUE
Broadwater,36.4,49394,14923,14.7,12.34,49.1,2.9,8.57,443,MT,FALSE,FALSE
Carbon,38.5,63367,16686,15,13.13,51.42,4.1,10,237,MT,FALSE,FALSE
Cascade,32.7,67806,17764,13.8,14.47,50.51,29.4,7.51,470,MT,FALSE,TRUE
Chouteau,36.8,125831,17003,12.5,16.22,49.29,1.4,12.04,244,MT,FALSE,FALSE
Custer,35.5,151510,16824,15.9,14.17,51.31,3.1,16.02,425,MT,FALSE,FALSE
Daniels,41.6,111629,19080,9.3,18,51.05,1.5,23.26,10,MT,FALSE,FALSE
Dawson,35.5,118931,16027,13.4,16.45,50.27,3.8,8.24,268,MT,FALSE,TRUE
Deer Lodge,38.3,78694,13670,16.5,18.28,50.45,13.7,17.52,461,MT,TRUE,TRUE
Fallon,35.2,140683,15841,10,17.13,50.22,1.9,9.07,124,MT,FALSE,FALSE
Fergus,38,108370,15749,12.7,14.38,51.23,2.9,25.08,346,MT,FALSE,FALSE
Flathead,35.3,67760,16952,14.8,12.7,50.29,12.3,9.37,570,MT,FALSE,FALSE
Gallatin,29.8,79283,16701,12.8,9.5,49.16,21.5,3,152,MT,FALSE,FALSE
Granite,38.5,82988,15177,17.1,16.6,48.29,1.4,5.2,288,MT,FALSE,FALSE
Hill,31.7,84413,16145,19,12.21,50.34,6.1,7.31,459,MT,TRUE,TRUE
Jefferson,35.1,22682,17705,9.2,11.45,49.03,5,8.07,29,MT,FALSE,FALSE
Lake,34.7,61233,14431,20.6,11.14,50.35,14.8,8.28,217,MT,FALSE,TRUE
Lewis and Clark,34.1,68021,17828,12.2,12.4,51.02,14.3,5.18,366,MT,TRUE,TRUE
Lincoln,34.7,37365,13626,16,14.1,50.02,4.9,6.7,352,MT,TRUE,FALSE
McCone,36,82186,15328,12.3,17.43,49.33,0.8,18.02,24,MT,FALSE,FALSE
Madison,37.8,71887,13760,13,15.23,48.25,1.7,11.31,215,MT,FALSE,FALSE
Meagher,37.7,93356,17534,17,18.01,48.35,0.8,15.56,278,MT,FALSE,FALSE
Mineral,35.4,52624,12100,18.2,17.37,49.55,2.8,6.28,665,MT,TRUE,TRUE
Missoula,31.6,59180,17218,16,12.37,51.08,31.7,4.21,542,MT,TRUE,TRUE
Musselshell,39.8,106261,14081,18.4,16.01,50.28,2.2,9.18,224,MT,FALSE,FALSE
Park,37,70579,14441,14.5,13.04,51.34,5.6,7.36,429,MT,FALSE,FALSE
Phillips,34,139816,14448,15.3,15.06,50.7,1,8.24,251,MT,FALSE,FALSE
Pondera,34.2,121460,15561,18,13.52,50.26,3.9,11.03,171,MT,FALSE,FALSE
Powder River,36.7,100765,15083,11.1,14.05,49.04,0.6,19,230,MT,FALSE,FALSE
Powell,35.9,49629,13884,15.7,17.24,41.34,2.9,10.59,206,MT,FALSE,FALSE
Ravalli,37.8,67103,14373,15.5,13.31,50.5,11.5,5.09,209,MT,FALSE,FALSE
Richland,33,107434,15710,15,12.6,50.4,5,8,243,MT,FALSE,FALSE
Roosevelt,29.8,88680,12748,26.9,13.1,51.31,4.6,10.31,210,MT,TRUE,TRUE
Rosebud,29.4,56872,16398,18.1,11.54,49.35,2.1,5.09,186,MT,TRUE,TRUE
Sanders,37,61597,12824,18.6,15.36,49.11,3.2,8.04,152,MT,FALSE,TRUE
Sheridan,39.6,193084,17944,11.1,13,50.59,2.7,15.56,253,MT,FALSE,TRUE
Silver Bow,35.9,74606,17034,15.3,16.07,51.23,47.8,10.34,586,MT,TRUE,TRUE
Stillwater,36.5,74771,15730,10.6,12.07,49.9,3.8,12.31,128,MT,FALSE,FALSE
Sweet Grass,39.2,138994,15668,12.2,13.06,51.38,1.7,15.31,300,MT,FALSE,FALSE
Teton,36.5,90269,14923,13.6,14.17,50.23,2.7,11.05,40,MT,FALSE,FALSE
Toole,35.3,175538,17453,13.4,17.06,50.6,2.6,9.4,240,MT,FALSE,FALSE
Valley,36.9,144304,16691,16.2,17.02,50.23,1.7,11.34,278,MT,FALSE,TRUE
Wheatland,38.5,100283,16929,16,14.48,49.54,1.6,14.35,231,MT,FALSE,FALSE
Adams,34.3,121956,18788,10,12.5,51.43,52.5,12.57,365,NE,FALSE,FALSE
Antelope,35.5,143356,16595,13.9,13.23,51.22,9.1,12.32,86,NE,FALSE,FALSE
Boone,36.2,166908,19413,11.3,13.05,50.37,9.6,25.25,45,NE,FALSE,FALSE
Box Butte,32.8,121460,20803,10.7,13.52,51.02,12.1,7.15,348,NE,FALSE,FALSE
Boyd,41.1,138568,15679,13.7,17.54,50.35,5.2,21.11,47,NE,FALSE,FALSE
